Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1729162800000,67214.01000000,67285.00000000,66741.09000000,66872.43000000,1944.76935000,1729166399999,130159844.69101190,286165,684.83452000,45833640.41210970,0
1729166400000,66872.44000000,67184.00000000,66799.90000000,67171.42000000,998.62443000,1729169999999,66934514.74313920,239650,544.50415000,36496052.09782100,0
1729170000000,67171.42000000,67354.94000000,66669.00000000,67021.99000000,1702.17377000,1729173599999,114106265.03302170,339178,892.28318000,59826687.67858650,0
1729173600000,67021.99000000,67293.94000000,66666.00000000,67123.80000000,2327.10904000,1729177199999,155763681.19322200,482996,1188.86441000,79578195.84626530,0
1729177200000,67123.80000000,67680.00000000,66925.06000000,67590.66000000,1616.10959000,1729180799999,108814764.81939690,301401,852.95644000,57435789.42139780,0
1729180800000,67590.67000000,67590.67000000,67122.68000000,67384.42000000,1677.79081000,1729184399999,112981244.99368870,198863,916.52010000,61713012.72110900,0
1729184400000,67384.42000000,67526.00000000,67156.70000000,67290.00000000,1220.03847000,1729187999999,82223273.46496820,167230,719.20899000,48482109.07199390,0
1729188000000,67290.00000000,67308.82000000,66720.00000000,66938.01000000,1635.90526000,1729191599999,109512547.95818130,243986,702.23199000,46998936.90269430,0
1729191600000,66938.01000000,67017.39000000,66780.00000000,66840.00000000,830.39720000,1729195199999,55558450.56195090,110810,352.08485000,23555397.21223580,0
1729195200000,66840.00000000,67149.50000000,66827.68000000,66940.00000000,469.06350000,1729198799999,31436076.32875760,70450,238.23478000,15963389.59780560,0
1729198800000,66940.00000000,67129.98000000,66940.00000000,67084.00000000,319.20057000,1729202399999,21401868.04737800,44347,162.64757000,10905456.44443750,0
1729202400000,67084.01000000,67480.00000000,67084.01000000,67444.02000000,919.29212000,1729205999999,61891123.07978420,110512,626.89371000,42203586.59610700,0
1729206000000,67444.02000000,67479.99000000,67288.01000000,67421.78000000,715.13346000,1729209599999,48178803.77745500,65162,390.41714000,26300495.86514110,0
1729209600000,67421.78000000,67457.07000000,67192.36000000,67214.42000000,626.09327000,1729213199999,42154213.83186020,110019,245.60554000,16535228.08313840,0
1729213200000,67214.41000000,68260.92000000,67194.00000000,68085.50000000,2138.13847000,1729216799999,145033418.23726010,283248,1354.97675000,91940318.61644780,0
1729216800000,68085.50000000,68142.00000000,67800.00000000,68103.99000000,1073.14990000,1729220399999,72948959.54152870,241071,506.72829000,34445386.44169740,0
1729220400000,68104.00000000,68108.58000000,67522.00000000,67555.40000000,978.29799000,1729223999999,66372973.44442160,134909,332.58892000,22564208.02621760,0
1729224000000,67555.41000000,67867.93000000,67544.00000000,67742.72000000,770.77181000,1729227599999,52198312.74254700,81925,330.41282000,22372539.50675600,0
1729227600000,67742.71000000,68050.00000000,67640.00000000,68000.79000000,567.44614000,1729231199999,38497856.18717510,89912,295.38155000,20042004.85105110,0
1729231200000,68000.79000000,68378.95000000,67925.98000000,68108.00000000,1482.28962000,1729234799999,101009896.79732280,142566,717.69407000,48916678.65632160,0
1729234800000,68108.00000000,68194.00000000,67864.00000000,67969.70000000,1615.53030000,1729238399999,109861006.12907100,122316,498.32025000,33890299.42752570,0
1729238400000,67969.69000000,68050.00000000,67830.00000000,67922.45000000,641.38325000,1729241999999,43564862.74721190,106264,338.64517000,23000817.84999610,0
1729242000000,67922.44000000,68045.55000000,67763.26000000,67802.00000000,753.29192000,1729245599999,51141216.68470830,95665,311.23082000,21133060.09213060,0
